province,max,min,rain,humidi,date
Ho Chi Minh City,35,28,16.8,68,4/25/2017
Ho Chi Minh City,36,28,0.9,61,4/25/2018
Ho Chi Minh City,39,29,0,59,4/25/2019
Ho Chi Minh City,37,28,1.3,59,4/25/2020
Ho Chi Minh City,35,28,0.1,62,4/25/2021
Ho Chi Minh City,32,25,8,83,5/13/2009
Ho Chi Minh City,36,27,2.7,67,5/13/2010
Ho Chi Minh City,34,27,32.4,76,5/13/2011
Ho Chi Minh City,34,26,31,80,5/13/2012
Ho Chi Minh City,36,28,2.8,69,5/13/2013
Ho Chi Minh City,36,27,6.9,69,5/13/2014
Ho Chi Minh City,36,28,2.1,64,5/13/2015
Ho Chi Minh City,36,28,0,63,5/13/2016
Ho Chi Minh City,36,28,0.4,65,5/13/2017
Ho Chi Minh City,34,28,5,65,5/13/2018
Ho Chi Minh City,34,28,1.1,69,5/13/2019
Ho Chi Minh City,36,28,0.9,63,5/13/2020
Ho Chi Minh City,35,29,1.2,65,5/13/2021
Ho Chi Minh City,32,25,7,86,5/16/2009
Ho Chi Minh City,34,27,19.6,79,5/16/2010
Ho Chi Minh City,36,27,12.2,73,5/16/2011
Ho Chi Minh City,28,25,6.6,85,5/16/2012
Ho Chi Minh City,35,28,13.6,71,5/16/2013
Ho Chi Minh City,36,28,16.8,72,5/16/2014
Ho Chi Minh City,35,28,8,68,5/16/2015
Ho Chi Minh City,36,28,8,65,5/16/2016
Ho Chi Minh City,33,27,27.3,76,5/16/2017
Ho Chi Minh City,37,28,0.8,62,5/16/2018
Ho Chi Minh City,34,28,13.9,70,5/16/2019
Ho Chi Minh City,36,29,5.6,63,5/16/2020
Ho Chi Minh City,35,29,0.2,66,5/16/2021
Ho Chi Minh City,30,26,22,89,5/20/2009
Ho Chi Minh City,33,27,17.8,81,5/20/2010
Ho Chi Minh City,33,26,20.3,78,5/20/2011
Ho Chi Minh City,35,27,2.8,73,5/20/2012
Ho Chi Minh City,35,27,22.4,74,5/20/2013
Ho Chi Minh City,35,28,12.2,72,5/20/2014
Ho Chi Minh City,35,28,30.9,68,5/20/2015
Ho Chi Minh City,33,26,6,77,5/20/2016
Ho Chi Minh City,34,28,45.7,77,5/20/2017
Ho Chi Minh City,36,28,16.4,67,5/20/2018
Ho Chi Minh City,35,29,0.5,66,5/20/2019
Ho Chi Minh City,35,29,3,65,5/20/2020
Ho Chi Minh City,36,28,12.2,68,5/20/2021
Ho Chi Minh City,31,26,21.4,87,5/7/2009
Ho Chi Minh City,37,27,0,66,5/7/2010
Ho Chi Minh City,34,26,22.7,75,5/7/2011
Ho Chi Minh City,33,26,33.2,80,5/7/2012
Ho Chi Minh City,36,28,10.9,71,5/7/2013
Ho Chi Minh City,38,28,14.1,65,5/7/2014
Ho Chi Minh City,35,28,13,65,5/7/2015
Ho Chi Minh City,38,29,0.2,59,5/7/2016
Ho Chi Minh City,35,28,15.6,71,5/7/2017
Ho Chi Minh City,34,28,25,66,5/7/2018
Ho Chi Minh City,36,29,1.5,63,5/7/2019
Ho Chi Minh City,35,29,3.1,64,5/7/2020
Ho Chi Minh City,36,28,0.4,61,5/7/2021
Ho Chi Minh City,32,25,2.5,83,5/14/2009
Ho Chi Minh City,37,27,5.9,68,5/14/2010
Ho Chi Minh City,33,27,42.2,78,5/14/2011
Ho Chi Minh City,34,26,12.7,80,5/14/2012
Ho Chi Minh City,37,28,7.4,67,5/14/2013
Ho Chi Minh City,36,28,9.6,69,5/14/2014
Ho Chi Minh City,36,28,0.6,63,5/14/2015
Ho Chi Minh City,38,28,0,64,5/14/2016
Ho Chi Minh City,35,28,15.2,65,5/14/2017
Ho Chi Minh City,36,28,0.5,63,5/14/2018
Ho Chi Minh City,34,28,9.7,70,5/14/2019
Ho Chi Minh City,37,29,2.2,61,5/14/2020
Ho Chi Minh City,35,28,4,66,5/14/2021
Ho Chi Minh City,32,26,15.2,87,5/21/2009
Ho Chi Minh City,33,27,27.1,85,5/21/2010
Ho Chi Minh City,31,24,32.6,85,5/21/2011
Ho Chi Minh City,35,26,2.5,71,5/21/2012
Ho Chi Minh City,34,27,9.9,75,5/21/2013
Ho Chi Minh City,37,28,0.7,67,5/21/2014
Ho Chi Minh City,35,29,4.4,68,5/21/2015
Ho Chi Minh City,33,26,4.9,77,5/21/2016
Ho Chi Minh City,34,27,24.7,79,5/21/2017
Ho Chi Minh City,34,28,1.4,68,5/21/2018
Ho Chi Minh City,36,29,7,65,5/21/2019
Ho Chi Minh City,36,29,2.8,64,5/21/2020
Ho Chi Minh City,34,27,11.1,72,5/21/2021
Ho Chi Minh City,30,25,4.9,87,5/11/2009
Ho Chi Minh City,37,27,2.9,71,5/11/2010
Ho Chi Minh City,34,27,12.2,75,5/11/2011
Ho Chi Minh City,34,27,11.4,76,5/11/2012
Ho Chi Minh City,36,29,5.3,67,5/11/2013
Ho Chi Minh City,36,28,1,65,5/11/2014
Ho Chi Minh City,35,29,13,66,5/11/2015
Ho Chi Minh City,37,29,14.5,65,5/11/2016
Ho Chi Minh City,34,27,1,68,5/11/2017
Ho Chi Minh City,36,28,2.8,63,5/11/2018
Ho Chi Minh City,34,27,5.1,71,5/11/2019
Ho Chi Minh City,36,29,0,60,5/11/2020
Ho Chi Minh City,36,28,0,63,5/11/2021
Ho Chi Minh City,31,26,0.2,82,5/22/2009
Ho Chi Minh City,32,27,33.8,87,5/22/2010
Ho Chi Minh City,35,26,3.9,77,5/22/2011
Ho Chi Minh City,34,27,5.8,75,5/22/2012
Ho Chi Minh City,36,27,11.5,73,5/22/2013
Ho Chi Minh City,36,28,6.4,68,5/22/2014
Ho Chi Minh City,34,29,25.9,72,5/22/2015
Ho Chi Minh City,33,28,13,74,5/22/2016
Ho Chi Minh City,32,26,10.1,86,5/19/2009
Ho Chi Minh City,33,27,20,82,5/19/2010
Ho Chi Minh City,33,26,29.2,78,5/19/2011
Ho Chi Minh City,34,27,2.4,77,5/19/2012
Ho Chi Minh City,34,28,13.9,74,5/19/2013
Ho Chi Minh City,37,28,9.3,69,5/19/2014
Ho Chi Minh City,36,29,6.8,66,5/19/2015
Ho Chi Minh City,33,28,9.7,73,5/19/2016
Ho Chi Minh City,34,28,28.1,76,5/19/2017
Ho Chi Minh City,35,28,16.6,65,5/19/2018
Ho Chi Minh City,35,28,17.1,67,5/19/2019
Ho Chi Minh City,35,28,13.4,65,5/19/2020
Ho Chi Minh City,35,28,6.7,67,5/19/2021
Ho Chi Minh City,34,27,16.2,78,5/22/2017
Ho Chi Minh City,33,28,2.5,71,5/22/2018
Ho Chi Minh City,35,29,21.1,69,5/22/2019
Ho Chi Minh City,36,29,0.1,64,5/22/2020
Ho Chi Minh City,31,27,2.5,76,5/22/2021
Ho Chi Minh City,28,24,2.3,92,5/24/2009
Ho Chi Minh City,33,26,19.8,85,5/24/2010
Ho Chi Minh City,33,26,8.8,78,5/24/2011
Ho Chi Minh City,32,26,16.2,81,5/24/2012
Ho Chi Minh City,34,27,13,76,5/24/2013
Ho Chi Minh City,37,28,15.1,71,5/24/2014
Ho Chi Minh City,35,28,3.1,65,5/24/2015
Ho Chi Minh City,33,27,15.7,76,5/24/2016
Ho Chi Minh City,34,28,11,77,5/24/2017
Ho Chi Minh City,35,28,12.4,68,5/24/2018
Ho Chi Minh City,36,29,4.9,65,5/24/2019
Ho Chi Minh City,34,29,0.8,68,5/24/2020
Ho Chi Minh City,27,22,32.1,88,5/24/2021
Ho Chi Minh City,31,25,7,85,5/12/2009
Ho Chi Minh City,35,28,1.3,67,5/12/2010
Ho Chi Minh City,34,27,5.7,76,5/12/2011
Ho Chi Minh City,33,27,20.1,77,5/12/2012
Ho Chi Minh City,35,29,14.8,72,5/12/2013
Ho Chi Minh City,36,28,15.7,68,5/12/2014
Ho Chi Minh City,35,28,4.1,64,5/12/2015
Ho Chi Minh City,36,28,5.9,67,5/12/2016
Ho Chi Minh City,36,27,0,63,5/12/2017
Ho Chi Minh City,35,28,3.5,62,5/12/2018
Ho Chi Minh City,34,28,22.9,72,5/12/2019
Ho Chi Minh City,39,29,0.5,56,5/12/2020
Ho Chi Minh City,36,29,0.7,61,5/12/2021
Ho Chi Minh City,27,25,33,95,5/25/2009
Ho Chi Minh City,31,26,34.3,89,5/25/2010
Ho Chi Minh City,34,27,27.4,80,5/25/2011
Ho Chi Minh City,32,26,14.2,84,5/25/2012
Ho Chi Minh City,35,27,2.4,71,5/25/2013
Ho Chi Minh City,35,27,6.3,72,5/25/2014
Ho Chi Minh City,34,28,11.6,69,5/25/2015
Ho Chi Minh City,30,26,17.8,82,5/25/2016
Ho Chi Minh City,34,27,18.8,77,5/25/2017
Ho Chi Minh City,37,27,0.3,62,5/25/2018
Ho Chi Minh City,35,29,3.8,65,5/25/2019
Ho Chi Minh City,33,29,14.3,71,5/25/2020
Ho Chi Minh City,25,24,29.2,91,5/25/2021
Ho Chi Minh City,30,25,22.9,92,5/26/2009
Ho Chi Minh City,30,26,7.4,89,5/26/2010
Ho Chi Minh City,29,26,2.9,83,5/26/2011
Ho Chi Minh City,32,26,12.5,81,5/26/2012
Ho Chi Minh City,35,27,12.8,74,5/26/2013
Ho Chi Minh City,35,27,4.7,73,5/26/2014
Ho Chi Minh City,34,28,28,70,5/26/2015
Ho Chi Minh City,34,27,2.2,70,5/26/2016
Ho Chi Minh City,35,27,14.9,75,5/26/2017
Ho Chi Minh City,36,29,0.9,62,5/26/2018
Ho Chi Minh City,35,28,25.7,72,5/26/2019
Ho Chi Minh City,36,28,0.3,65,5/26/2020
Ho Chi Minh City,25,21,45.2,93,5/26/2021
Ho Chi Minh City,30,25,17.1,90,5/27/2009
Ho Chi Minh City,29,26,2.4,91,5/27/2010
Ho Chi Minh City,33,26,6.9,78,5/27/2011
Ho Chi Minh City,32,26,5.1,78,5/27/2012
Ho Chi Minh City,35,27,6,72,5/27/2013
Ho Chi Minh City,36,27,6.3,70,5/27/2014
Ho Chi Minh City,34,28,7.9,70,5/27/2015
Ho Chi Minh City,33,28,4.9,71,5/27/2016
Ho Chi Minh City,32,27,35.3,84,5/27/2017
Ho Chi Minh City,36,28,7.4,65,5/27/2018
Ho Chi Minh City,35,27,5.2,70,5/27/2019
Ho Chi Minh City,36,29,1.1,63,5/27/2020
Ho Chi Minh City,28,25,12.2,85,5/27/2021
Ho Chi Minh City,31,25,8.7,88,5/28/2009
Ho Chi Minh City,30,26,2,87,5/28/2010
Ho Chi Minh City,33,26,21.1,80,5/28/2011
Ho Chi Minh City,34,26,16.8,76,5/28/2012
Ho Chi Minh City,34,27,15.5,73,5/28/2013
Ho Chi Minh City,36,27,16.2,71,5/28/2014
Ho Chi Minh City,35,27,0.3,66,5/28/2015
Ho Chi Minh City,28,27,13.4,84,5/28/2016
Ho Chi Minh City,33,27,21.7,80,5/28/2017
Ho Chi Minh City,35,29,3.2,67,5/28/2018
Ho Chi Minh City,33,28,40.5,76,5/28/2019
Ho Chi Minh City,35,29,1.5,65,5/28/2020
Ho Chi Minh City,32,25,3.3,76,5/28/2021
Ho Chi Minh City,32,25,13.2,86,5/17/2009
Ho Chi Minh City,37,27,0.1,71,5/17/2010
Ho Chi Minh City,35,27,7.5,73,5/17/2011
Ho Chi Minh City,31,25,12.7,83,5/17/2012
Ho Chi Minh City,35,28,17.6,73,5/17/2013
Ho Chi Minh City,35,28,22.5,74,5/17/2014
Ho Chi Minh City,34,28,25.5,69,5/17/2015
Ho Chi Minh City,37,29,12.4,67,5/17/2016
Ho Chi Minh City,34,27,0.2,70,5/17/2017
Ho Chi Minh City,36,28,4.7,64,5/17/2018
Ho Chi Minh City,35,28,10,66,5/17/2019
Ho Chi Minh City,31,28,30.2,73,5/17/2020
Ho Chi Minh City,34,29,21.9,67,5/17/2021
Ho Chi Minh City,30,26,27.6,90,5/29/2009
Ho Chi Minh City,33,26,7.3,83,5/29/2010
Ho Chi Minh City,31,25,20.4,82,5/29/2011
Ho Chi Minh City,33,26,14.6,75,5/29/2012
Ho Chi Minh City,34,27,10.6,74,5/29/2013
Ho Chi Minh City,36,28,10.2,72,5/29/2014
Ho Chi Minh City,36,28,5.1,67,5/29/2015
Ho Chi Minh City,32,27,7.1,76,5/29/2016
Ho Chi Minh City,33,27,16.4,80,5/29/2017
Ho Chi Minh City,35,28,11.5,67,5/29/2018
Ho Chi Minh City,35,28,5.2,72,5/29/2019
Ho Chi Minh City,34,28,15.3,69,5/29/2020
Ho Chi Minh City,33,26,1.1,73,5/29/2021
Ho Chi Minh City,31,26,13.5,89,5/30/2009
Ho Chi Minh City,32,26,5.4,82,5/30/2010
Ho Chi Minh City,31,26,5.7,79,5/30/2011
Ho Chi Minh City,35,26,7,76,5/30/2012
Ho Chi Minh City,35,27,17.8,74,5/30/2013
Ho Chi Minh City,36,28,13.6,75,5/30/2014
Ho Chi Minh City,34,28,10.8,66,5/30/2015
Ho Chi Minh City,33,27,0.8,77,5/30/2016
Ho Chi Minh City,33,27,21,78,5/30/2017
Ho Chi Minh City,36,28,4.8,66,5/30/2018
Ho Chi Minh City,37,27,0.5,67,5/30/2019
Ho Chi Minh City,34,28,4.4,66,5/30/2020
Ho Chi Minh City,33,27,1.3,73,5/30/2021
Ho Chi Minh City,28,24,19.2,91,5/23/2009
Ho Chi Minh City,32,26,16.9,85,5/23/2010
Ho Chi Minh City,34,26,5.6,77,5/23/2011
Ho Chi Minh City,33,27,5.8,76,5/23/2012
Ho Chi Minh City,35,28,24.1,75,5/23/2013
Ho Chi Minh City,36,28,17.8,71,5/23/2014
Ho Chi Minh City,35,28,11.2,67,5/23/2015
Ho Chi Minh City,36,28,15.1,69,5/23/2016
Ho Chi Minh City,34,27,19.5,77,5/23/2017
Ho Chi Minh City,34,27,3.9,68,5/23/2018
Ho Chi Minh City,35,28,4,70,5/23/2019
Ho Chi Minh City,35,29,27.4,68,5/23/2020
Ho Chi Minh City,31,26,14.4,79,5/23/2021
Ho Chi Minh City,29,25,19.3,92,6/2/2009
Ho Chi Minh City,32,26,17.1,88,6/2/2010
Ho Chi Minh City,34,26,2.9,79,6/2/2011
Ho Chi Minh City,33,26,44.1,86,6/2/2012
Ho Chi Minh City,34,26,3.9,74,6/2/2013
Ho Chi Minh City,35,28,12.9,81,6/2/2014
Ho Chi Minh City,34,28,16.7,73,6/2/2015
Ho Chi Minh City,34,27,0.1,74,6/2/2016
Ho Chi Minh City,32,27,13.1,81,6/2/2017
Ho Chi Minh City,29,25,30.4,84,6/2/2018
Ho Chi Minh City,34,28,15.1,70,6/2/2019
Ho Chi Minh City,34,26,57.3,71,6/2/2020
Ho Chi Minh City,34,28,2.1,68,6/2/2021
Ho Chi Minh City,32,25,3.8,84,5/18/2009
Ho Chi Minh City,35,27,7.3,73,5/18/2010
Ho Chi Minh City,34,27,25.4,77,5/18/2011
Ho Chi Minh City,33,25,3.5,79,5/18/2012
Ho Chi Minh City,35,28,21.3,73,5/18/2013
Ho Chi Minh City,35,28,7.4,72,5/18/2014
Ho Chi Minh City,37,28,13.6,63,5/18/2015
Ho Chi Minh City,34,28,11.9,69,5/18/2016
Ho Chi Minh City,35,28,19.2,73,5/18/2017
Ho Chi Minh City,36,28,8.5,64,5/18/2018
Ho Chi Minh City,34,29,1.7,66,5/18/2019
Ho Chi Minh City,37,29,1.1,62,5/18/2020
Ho Chi Minh City,33,27,15.5,70,5/18/2021
Ho Chi Minh City,29,24,6.6,88,6/4/2009
Ho Chi Minh City,32,26,16.9,88,6/4/2010
Ho Chi Minh City,34,26,14,80,6/4/2011
Ho Chi Minh City,33,26,13.5,82,6/4/2012
Ho Chi Minh City,32,27,6.6,77,6/4/2013
Ho Chi Minh City,35,27,15.1,77,6/4/2014
Ho Chi Minh City,35,28,0,66,6/4/2015
Ho Chi Minh City,34,27,8.8,74,6/4/2016
Ho Chi Minh City,32,26,33.6,82,6/4/2017
Ho Chi Minh City,32,25,4.5,79,6/4/2018
Ho Chi Minh City,34,28,20.2,73,6/4/2019
Ho Chi Minh City,32,28,8.2,74,6/4/2020
Ho Chi Minh City,34,28,0,66,6/4/2021
Ho Chi Minh City,31,24,10.6,85,6/5/2009
Ho Chi Minh City,31,26,36.1,92,6/5/2010
Ho Chi Minh City,34,26,10.8,79,6/5/2011
Ho Chi Minh City,31,26,9.3,81,6/5/2012
Ho Chi Minh City,34,26,1.3,72,6/5/2013
Ho Chi Minh City,34,27,3.1,77,6/5/2014
Ho Chi Minh City,34,28,5.9,68,6/5/2015
Ho Chi Minh City,35,27,8.5,73,6/5/2016
Ho Chi Minh City,30,26,8.5,86,6/5/2017
Ho Chi Minh City,32,26,28.8,76,6/5/2018
Ho Chi Minh City,34,28,25,74,6/5/2019
Ho Chi Minh City,34,28,17,71,6/5/2020
Ho Chi Minh City,34,28,1.7,67,6/5/2021
Ho Chi Minh City,28,25,24.6,93,6/3/2009
Ho Chi Minh City,32,26,17.1,88,6/3/2010
Ho Chi Minh City,33,26,7.2,79,6/3/2011
Ho Chi Minh City,32,26,63.8,86,6/3/2012
Ho Chi Minh City,34,26,15,73,6/3/2013
Ho Chi Minh City,35,27,3.1,77,6/3/2014
Ho Chi Minh City,34,27,3.2,71,6/3/2015
Ho Chi Minh City,35,27,6.4,73,6/3/2016
Ho Chi Minh City,33,26,16.9,79,6/3/2017
Ho Chi Minh City,30,25,13.6,80,6/3/2018
Ho Chi Minh City,36,28,12,71,6/3/2019
Ho Chi Minh City,36,28,2.7,66,6/3/2020
Ho Chi Minh City,34,28,0.3,69,6/3/2021
Ho Chi Minh City,32,24,2.3,80,6/7/2009
Ho Chi Minh City,30,26,25.2,92,6/7/2010
Ho Chi Minh City,34,26,27.3,80,6/7/2011
Ho Chi Minh City,31,26,13.2,85,6/7/2012
Ho Chi Minh City,37,26,14.5,72,6/7/2013
Ho Chi Minh City,36,26,5,75,6/7/2014
Ho Chi Minh City,34,28,10.2,72,6/7/2015
Ho Chi Minh City,33,27,29.6,81,6/7/2016
Ho Chi Minh City,31,26,11.1,81,6/7/2017
Ho Chi Minh City,32,26,27.4,77,6/7/2018
Ho Chi Minh City,33,27,11.1,74,6/7/2019
Ho Chi Minh City,34,28,0.7,68,6/7/2020
Ho Chi Minh City,31,27,6.4,77,6/7/2021
Ho Chi Minh City,30,25,13.1,86,6/9/2009
Ho Chi Minh City,33,26,15.7,88,6/9/2010
Ho Chi Minh City,33,27,14.7,82,6/9/2011
Ho Chi Minh City,32,26,8.9,84,6/9/2012
Ho Chi Minh City,36,27,17.4,78,6/9/2013
Ho Chi Minh City,35,27,11.8,78,6/9/2014
Ho Chi Minh City,35,28,4.4,70,6/9/2015
Ho Chi Minh City,34,27,2.1,74,6/9/2016
Ho Chi Minh City,33,26,8.3,79,6/9/2017
Ho Chi Minh City,30,25,4.7,78,6/9/2018
Ho Chi Minh City,33,27,37,78,6/9/2019
Ho Chi Minh City,35,28,1.7,66,6/9/2020
Ho Chi Minh City,31,26,0.3,75,6/9/2021
Ho Chi Minh City,30,25,22.1,89,6/10/2009
Ho Chi Minh City,31,25,11.2,87,6/6/2009
Ho Chi Minh City,31,26,28,91,6/6/2010
Ho Chi Minh City,34,26,33,80,6/6/2011
Ho Chi Minh City,31,26,8.7,87,6/10/2010
Ho Chi Minh City,31,26,14.8,83,6/10/2011
Ho Chi Minh City,32,26,10.2,80,6/10/2012
Ho Chi Minh City,35,26,6.9,75,6/10/2013
Ho Chi Minh City,35,27,8.1,78,6/10/2014
Ho Chi Minh City,35,28,16.7,73,6/10/2015
Ho Chi Minh City,35,26,0.9,69,6/10/2016
Ho Chi Minh City,33,26,16.3,80,6/10/2017
Ho Chi Minh City,31,26,1.2,78,6/10/2018
Ho Chi Minh City,33,27,11.7,78,6/10/2019
Ho Chi Minh City,34,28,15.7,71,6/10/2020
Ho Chi Minh City,30,26,0.4,75,6/10/2021
Ho Chi Minh City,30,24,15.1,89,6/11/2009
Ho Chi Minh City,33,26,1.6,83,6/11/2010
Ho Chi Minh City,33,25,4.7,77,6/11/2011
Ho Chi Minh City,32,26,20.2,80,6/11/2012
Ho Chi Minh City,34,27,10,78,6/11/2013
Ho Chi Minh City,33,26,9.7,83,6/11/2014
Ho Chi Minh City,35,28,4.9,70,6/11/2015
Ho Chi Minh City,35,28,26.5,71,6/11/2016
Ho Chi Minh City,31,27,24.3,82,6/11/2017
Ho Chi Minh City,32,26,26.3,78,6/11/2018
Ho Chi Minh City,29,27,10.8,80,6/11/2019
Ho Chi Minh City,32,27,10.4,73,6/11/2020
Ho Chi Minh City,29,25,1.5,79,6/11/2021
Ho Chi Minh City,31,26,15.1,85,6/6/2012
Ho Chi Minh City,35,26,10.5,71,6/6/2013
Ho Chi Minh City,34,27,14.8,79,6/6/2014
Ho Chi Minh City,34,28,6.9,72,6/6/2015
Ho Chi Minh City,35,27,20.3,74,6/6/2016
Ho Chi Minh City,32,26,24.6,83,6/6/2017
Ho Chi Minh City,32,27,47,80,6/6/2018
Ho Chi Minh City,34,27,11.9,75,6/6/2019
Ho Chi Minh City,34,28,9.7,68,6/6/2020
Ho Chi Minh City,33,28,7.6,69,6/6/2021
Ho Chi Minh City,34,25,0.3,79,6/12/2009
Ho Chi Minh City,33,26,2.6,81,6/12/2010
Ho Chi Minh City,29,25,2.7,82,6/12/2011
Ho Chi Minh City,30,25,26.7,83,6/12/2012
Ho Chi Minh City,33,26,8.8,81,6/12/2013
Ho Chi Minh City,32,26,5,84,6/12/2014
Ho Chi Minh City,34,28,17.1,71,6/12/2015
Ho Chi Minh City,34,27,29.2,78,6/12/2016
Ho Chi Minh City,33,26,0,72,6/12/2017
Ho Chi Minh City,33,26,6.2,74,6/12/2018
Ho Chi Minh City,35,27,27.2,75,6/12/2019
Ho Chi Minh City,34,26,1.7,70,6/12/2020
Ho Chi Minh City,26,18,2.9,87,6/12/2021
Ho Chi Minh City,35,25,1.8,76,6/13/2009
Ho Chi Minh City,33,26,15.3,83,6/13/2010
Ho Chi Minh City,32,26,1.7,75,6/13/2011
Ho Chi Minh City,33,25,2,79,6/13/2012
Ho Chi Minh City,30,26,11.7,88,6/13/2013
Ho Chi Minh City,32,26,16.5,84,6/13/2014
Ho Chi Minh City,35,28,36.9,72,6/13/2015
Ho Chi Minh City,33,26,33.2,81,6/13/2016
Ho Chi Minh City,34,26,2.7,74,6/13/2017
Ho Chi Minh City,33,26,3.8,74,6/13/2018
Ho Chi Minh City,34,27,10.2,75,6/13/2019
Ho Chi Minh City,33,28,7.8,72,6/13/2020
Ho Chi Minh City,31,25,1.4,79,6/13/2021
Ho Chi Minh City,29,25,19.3,94,6/16/2009
Ho Chi Minh City,31,25,10,87,6/16/2010
Ho Chi Minh City,31,25,6.4,79,6/16/2011
Ho Chi Minh City,32,25,8.5,78,6/16/2012
Ho Chi Minh City,29,25,6.6,86,6/16/2013
Ho Chi Minh City,33,26,4.5,82,6/16/2014
Ho Chi Minh City,32,26,6.7,77,6/16/2015
Ho Chi Minh City,30,26,4.6,77,6/16/2016
Ho Chi Minh City,34,27,4.3,71,6/16/2017
Ho Chi Minh City,31,26,21,78,6/16/2018
Ho Chi Minh City,33,26,11.2,80,6/16/2019
Ho Chi Minh City,32,26,3.7,76,6/16/2020
Ho Chi Minh City,33,27,6.9,70,6/16/2021
Ho Chi Minh City,29,24,11.9,91,6/17/2009
Ho Chi Minh City,32,25,18.3,89,6/17/2010
Ho Chi Minh City,31,25,17.6,85,6/17/2011
Ho Chi Minh City,29,25,5.1,83,6/17/2012
Ho Chi Minh City,30,25,6.8,85,6/17/2013
Ho Chi Minh City,32,25,0.8,82,6/17/2014
Ho Chi Minh City,30,26,36.9,84,6/17/2015
Ho Chi Minh City,34,26,4.1,73,6/17/2016
Ho Chi Minh City,33,27,4.5,76,6/17/2017
Ho Chi Minh City,29,26,43.4,87,6/17/2018
Ho Chi Minh City,30,25,8.9,85,6/17/2019
Ho Chi Minh City,34,27,14.9,71,6/17/2020
Ho Chi Minh City,33,26,8.8,74,6/17/2021
Ho Chi Minh City,33,25,0.1,80,6/8/2009
Ho Chi Minh City,32,26,22.2,90,6/8/2010
Ho Chi Minh City,32,27,32.6,82,6/8/2011
Ho Chi Minh City,31,25,16.6,85,6/8/2012
Ho Chi Minh City,35,27,14.8,76,6/8/2013
Ho Chi Minh City,36,27,2.3,74,6/8/2014
Ho Chi Minh City,35,28,7.2,70,6/8/2015
Ho Chi Minh City,34,27,23.9,80,6/8/2016
Ho Chi Minh City,32,26,23.9,80,6/8/2017
Ho Chi Minh City,32,26,13.7,75,6/8/2018
Ho Chi Minh City,34,27,15.5,73,6/8/2019
Ho Chi Minh City,35,28,0.3,65,6/8/2020
Ho Chi Minh City,28,26,2,82,6/8/2021
Ho Chi Minh City,31,25,13.6,88,6/1/2009
Ho Chi Minh City,33,26,9,84,6/1/2010
Ho Chi Minh City,34,26,16.8,80,6/1/2011
Ho Chi Minh City,33,26,36.6,84,6/1/2012
Ho Chi Minh City,35,27,16.5,74,6/1/2013
Ho Chi Minh City,35,27,17.5,75,6/1/2014
Ho Chi Minh City,34,28,11.2,72,6/1/2015
Ho Chi Minh City,33,26,3.8,78,6/1/2016
Ho Chi Minh City,34,27,12.8,77,6/1/2017
Ho Chi Minh City,35,28,10.8,67,6/1/2018
Ho Chi Minh City,37,29,4.5,67,6/1/2019
Ho Chi Minh City,35,29,27.1,69,6/1/2020
Ho Chi Minh City,35,28,2.1,68,6/1/2021
Ho Chi Minh City,30,24,11.8,91,6/18/2009
Ho Chi Minh City,30,25,17.6,90,6/18/2010
Ho Chi Minh City,31,25,30.4,85,6/18/2011
Ho Chi Minh City,32,25,6.8,78,6/18/2012
Ho Chi Minh City,31,25,8.9,86,6/18/2013
Ho Chi Minh City,32,26,26,85,6/18/2014
Ho Chi Minh City,32,26,12.5,74,6/18/2015
Ho Chi Minh City,34,27,10.8,75,6/18/2016
Ho Chi Minh City,33,26,3.6,77,6/18/2017
Ho Chi Minh City,29,25,37.1,88,6/18/2018
Ho Chi Minh City,29,25,4.6,87,6/18/2019
Ho Chi Minh City,30,27,1.1,79,6/18/2020
Ho Chi Minh City,33,27,2.9,71,6/18/2021
Ho Chi Minh City,31,24,17.1,90,6/20/2009
Ho Chi Minh City,30,25,12.3,90,6/20/2010
Ho Chi Minh City,28,24,2.5,87,6/20/2011
Ho Chi Minh City,32,25,16.6,79,6/20/2012
Ho Chi Minh City,31,26,30.8,86,6/20/2013
Ho Chi Minh City,32,25,12.8,82,6/20/2014
Ho Chi Minh City,33,26,17.2,75,6/20/2015
Ho Chi Minh City,33,26,20,82,6/20/2016
Ho Chi Minh City,33,27,1.2,73,6/20/2017
Ho Chi Minh City,31,25,18.5,82,6/20/2018
Ho Chi Minh City,33,26,16.8,79,6/20/2019
Ho Chi Minh City,34,28,14.3,73,6/20/2020
Ho Chi Minh City,30,25,13.9,90,6/22/2009
Ho Chi Minh City,30,25,22.2,92,6/22/2010
Ho Chi Minh City,32,26,26.4,83,6/22/2011
Ho Chi Minh City,34,25,3.7,76,6/22/2012
Ho Chi Minh City,31,25,31.1,88,6/22/2013
Ho Chi Minh City,32,25,18.5,84,6/22/2014
Ho Chi Minh City,31,26,16.8,77,6/22/2015
Ho Chi Minh City,32,26,23.8,81,6/22/2016
Ho Chi Minh City,29,26,39.2,89,6/22/2017
Ho Chi Minh City,33,26,5.2,76,6/22/2018
Ho Chi Minh City,32,27,20,81,6/22/2019
Ho Chi Minh City,33,28,5.7,74,6/22/2020
Ho Chi Minh City,33,26,5.5,85,5/31/2009
Ho Chi Minh City,34,26,8.5,83,5/31/2010
Ho Chi Minh City,33,26,6.2,77,5/31/2011
Ho Chi Minh City,34,26,21.5,78,5/31/2012
Ho Chi Minh City,34,27,12.6,75,5/31/2013
Ho Chi Minh City,34,27,3.7,75,5/31/2014
